'菜谱ID','菜谱类型号','菜谱名称','做法','特性','提示','调料','原料'
'962','101','莼菜汤','(1)火腿切丝。<br>(2)莼菜洗净。<br>(3)锅内加适量清水烧沸，加莼菜略氽捞出，控去水。<br>(4)锅内放入适量水烧开，加火腿丝、盐、莼菜、味精即可。','滑嫩清香,色彩鲜明','','味精,盐','莼菜100克'
'963','101','炸鸭脯','(1)蛋清搅打至起泡，加淀粉、面粉搅成蛋清糊。<br>(2)鸭脯肉切片，以料酒、酱油、盐、葱、姜丝拌匀腌制一小时。<br>(3)油锅烧热，将鸭脯肉挂蛋糊后逐片入锅炸熟，捞出控油盛盘，食时蘸以少许甜面酱。','','','酱油,料酒,盐,甜面酱,植物油','鸭脯肉150克'
'964','101','三丝炒豆芽','(1)蔬菜择洗干净，柿子椒切细丝。<br>(2)水锅烧沸，下绿豆芽稍氽，捞出控水。<br>(3)油锅烧热，煸炒葱姜出味，下柿子椒丝炒匀，放入豆芽，加糖、盐翻炒至熟，淋香油即成。','','','白糖,盐,香油','青红黄柿子90克,绿豆芽250克'
'966','101','皮蛋瘦肉粥','(1)肉洗净，用盐将表面涂匀，淹渍过夜。<br>(2)皮蛋用壳切细丁，腐竹洗净切细丁。<br>(3)大米洗净用适量盐、油20克拌成油盐米。<br>(4)锅中置水烧沸，下油盐米、腐竹丁，搅煮20分钟，再放入洗净的咸肉、一半皮蛋丁、麦片和余下的油煮15分钟，改用微火再煮1小时。<br>(5)捞出肉，撕成肉丝放回锅中，再倒入剩余的皮蛋丁煮沸，加精盐、味精即可。','绵糯可火，咸香味美','','盐,味精,植物油30克','皮蛋3个240克,瘦肉250克,水发腐竹80克,大米180克,麦片25克'
'967','101','枣卷','','','','',''
'968','101','珍珠丸子','(1)糯米用水浸泡5小时，用前控水。<br>(2)黑木耳泡发后洗净剁碎。<br>(3)将肉馅、黑木耳、鸡蛋及各种调料搅打成馅。<br>(4)将馅做成丸子，在丸子外面滚一层浸泡好的糯米，置盘中，放锅中隔水蒸25分钟即可。','粘糯鲜香','','黄酒,酱油,葱,姜,盐,味精','猪肉馅250克,黑木耳25克,鸡蛋1个80克,糯米120克,淀粉25克'
'969','101','香菇豆腐汤','(1)豆腐捣碎，加盐、蛋清搅拌均匀；取碗一个，在碗内涂一层食油，放入豆腐。<br>(2)各样蔬菜择洗干净切丁，摆于豆腐之上，上锅隔水蒸10分钟。<br>(3)用适量的水烧开，取出蒸好的豆腐，轻置于水中，加葱、姜末、盐、味精烧沸即可。','色味俱佳','','盐,味精,植物油','鲜豆腐300克,香菇90克,黑木耳20克,西红柿50克,黄瓜30克,蛋清1个30克'
'970','101','绿豆饭','','','','',''
'971','101','蒸茄条','(1)茄子去蒂洗净，上锅隔水蒸熟，晾凉后撕成细条摆盘中。<br>(2)炒锅放适量油烧热，将熟油倒入碗中，加入酱油、香油、糖、味精搅匀，做成调料汁。<br>(3)炒锅放适量油烧热，甜面酱放油锅中翻炒出香味，盛于碟中。<br>(4)食用时用茄条蘸酱、汁即可。','软烂清口','','甜面酱,植物油,糖,味精','长茄子150克'
'972','101','糖醋鱿鱼','(1)鱿鱼撕去皮、膜，去骨，洗净劈开，先切花刀，再切块。<br>(2)黄瓜洗净切象眼片。<br>(3)木耳泡发后去泥沙，洗净撕成小朵。<br>(4)将料酒、醋、糖、盐、味精、湿淀粉调成芡汁。<br>(5)油锅炒至七成热，下鱿鱼块，待鱿鱼卷起，捞出沥油。<br>(6)将油锅留少量底油，放入葱、姜丝煸炒出味，再将鱿鱼、木耳、黄瓜下锅，倒入芡汁，翻炒均匀即可。','滑嫩清口','','料酒,醋,糖,盐,味精,植物油','鱿鱼300克'
'973','101','荠菜蛋花汤','(1)荠菜洗净切碎，鸡蛋磕入碗中打匀。<br>(2)水锅煮沸，下荠菜再煮沸。<br>(3)倒入蛋液，加盐、味精即可。','清淡爽口','','香油,味精,盐','荠菜50克,鸡蛋1个70克'
'974','101','烤茄子','(1)茄子在火上烤至皮焦、内熟，剥皮后放小盆中。<br>(2)将茄肉搅成泥，加葱、姜、蒜末、香菜末、酱油、醋、香油拌匀即成。','','','盐,味精,酱油,醋,香油','茄子300克'
'975','101','鸡丝炒豇豆','(1)豇豆择洗干净，切寸段。<br>(2)鸡肉洗净切丝。<br>(3)油锅烧热，煸炒葱姜，下鸡肉炒至发白，下豇豆，加盐炒熟后，淋香油，加味精翻匀即成。','','','盐,味精,植物油,香油','鸡脯肉50克,豇豆300克'
'976','101','鸽蛋银耳羹','(1)银耳用开水泡发，除去根蒂，洗净撕成小瓣。<br>(2)红枣洗净去核。<br>(3)鸽蛋煮熟去皮。<br>(4)沙锅中加适量水，先放入银耳煮沸，加枣、糖，中火将银耳煮软烂，再加入鸽蛋煮片刻即可。','','','','鸽蛋9个80克'
'977','101','香芹腐竹','(1)将发好的腐竹入沸水略焯，捞出待凉后切斜条，以少许盐稍渍。<br>(2)芹菜择洗干净，切斜丝，入沸入略焯，以冷开水过凉，控水，以少许盐腌片刻。<br>(3)将芹菜、腐竹用盐、香油拌匀即成。','','','盐,香油','嫩芹菜300克,水发腐竹50克'
'978','101','素炒彩丁','(1)蔬菜择洗干净，蕃茄去皮、籽；胡萝卜去根；土豆去皮；黄瓜去尾部；洋葱去干皮；皆切为小丁。<br>(2)油锅烧热，下葱、姜丝炒香，放入土豆丁煎黄，依次下洋葱、胡萝卜、蕃茄，加糖、醋、盐及少许水，开后下黄瓜丁，翻炒均匀，以淀粉勾芡，装盘即可。','','','',''
'979','101','香菇鸡肝汤','(1)鸡肝洗净切片。<br>(2)香菇洗净泥沙，去蒂切丝。<br>(3)水锅烧开，依次下鸡肝、料酒、香菇烧开，加盐，撒葱末、淋香油即成。','','','料酒,香油','鸡肝200克,泡发香菇100克'
'980','101','麻酱米粉','(1)以香油、盐、味精调制麻酱。<br>(2)水锅烧沸，煮熟炎粉，盛碗中，浇芝麻酱拌交，撒葱花即可。','','','麻酱,味精,盐','宽条米粉350克'
'981','101','五香兔肉','(1)用葱、姜、八角、桂皮、花椒及适量水熬制五香水。<br>(2)兔肉洗净切大块，放入五香水中腌制过夜。<br>(3)将兔肉从五香水中捞出，再用酱油拌匀。<br>(4)油锅烧热，放兔肉炸黄，捞出控油。<br>(5)将兔肉放砂锅中，加水浸没，加粮、盐、花椒、大料、葱、姜、酱油、料酒，大火煮沸后改小火炖约一小时，以中火收汤，捞出后淋香油，切片盛盘即成。','','','盐,花椒,八角,桂皮,白糖,料酒,香油,植物油','兔肉600克'
'982','101','青豆茄片','(1)青豆洗净；茄子洗净，去蒂、皮，切片。<br>(2)水锅烧开，加适量盐，放入青豆煮熟。<br>(3)油锅烧热，炒香葱、姜、蒜末，下茄片炒黄，加料酒，把茄片拨向锅边放入甜面酱、青豆]白糖、盐，翻炒均匀即成。','','','白糖,盐,甜面酱,料酒,植物油','长茄子500克,鲜青豆150克'
'983','101','乌梅枣粥','(1)锅中加适量水，下乌梅煮开，再用水火煮20分钟。<br>(2)大枣洗净去核，与淘好的米一起放入乌梅水中，煮至米烂，加白糖即可。','','','白糖','乌梅10克,大枣15克,大米50克'
'984','101','排骨冻','(1)肉皮去毛洗净，切块。<br>(2)排骨洗净剁成小段。<br>(3)将肉皮、排骨放水锅中，加葱、姜、八角、桂皮煮至七成熟，再加白糖、盐、酱油煮熟，将排骨捞至碗中。<br>(4)将八角、桂皮、葱、姜、肉皮捞出，把汤滤至盛排骨的碗中，上屉蒸15分钟取出，晾成冻即可。','','','八角,桂皮,白糖,盐,酱油','猪肉皮100克,猪排骨500克'
'985','101','拌茭白','(1)茭白洗净去皮，用刀拍松。<br>(2)将茭白入沸入中焯10分钟合捞出，冷却后撕成条，放盘中加各种调料拌匀即可。','','','白糖,酱油,香油','嫩茭白250克'
'986','101','芝麻肉条','(1)猪肉洗净切条，加葱姜末、料酒、盐腌渍两小时。<br>(2)将肉条拍上面粉，沾上鸡蛋液，沾芝麻。<br>(3)油锅烧至七成热，下肉条炸至金黄色熟透即成。','','','姜,盐,料酒,植物油','猪肉250克,鸡蛋3个250克,面粉60克,芝麻120克'
'987','101','烩鸡翅','(1)将鸡翅洗净，清炖至熟，拆去骨，将翅肉切段。<br>(2)蔬菜择洗干净，油菜去根剖开，香菇切片。<br>(3)油锅烧热，煸炒油菜心至断生，盛出。<br>(4)锅中加适量鸡汤，放鸡翅段，料酒、香菇片、油菜心、盐烧开，以淀粉浆勾芡即成。','','','淀粉,盐,料酒,植物油','鸡翅15个400克'
'988','101','西红柿生菜汤','(1)西红柿洗净，去皮切块；生菜叶洗净撕成块。<br>(2)豆腐洗净切片。<br>(3)鸡汤中下葱姜丝、豆腐煮沸，撇去浮沫，下生菜、西红柿、盐、胡椒粉、醋搅匀即可。','','','胡椒粉,盐,醋,鸡汤','西红柿3个300克,生菜100克,豆腐50克'
'989','101','鳜鱼卷','(1)蔬菜择洗干净，玉兰片、香菇、胡萝卜切丝，以适量盐、料酒拌匀。<br>(2)用蛋清、湿淀粉、盐、料酒制芡浆。<br>(3)鳜鱼剖洗干净，分成两片，剔去骨刺，将带皮的一面贴菜板，片连刀片（一刀断皮，一刀不断皮），用制好的浆浆好。<br>(4)在浆好的鱼片中，放入蔬菜丝、葱姜丝卷成鱼卷，放盘中上屉蒸十五分钟取出。<br>(5)油锅烧热，放入蕃茄沙司炒透，浇在鱼卷上，将生菜和小西红柿点缀在盘边上即成。','','','盐,淀粉,蕃茄沙司,料酒,植物油','鳜鱼1条400克'
'990','101','素炒花丁','(1)蔬菜择洗干净，菜花掰成小朵，其余切丁。<br>(2)油锅烧热，先将土豆丁煎至微黄，再下其余蔬菜，加料酒、盐翻炒匀即成。','','','盐,料酒,植物油','花菜300克,莴苣50克,胡萝卜50克,土豆50克'
'991','101','夹馅面筋','(1)白菜叶洗净，撕成块。<br>(2)猪肉洗净剁成茸，加葱、姜末、料酒、酱油、白糖、淀粉拌匀成馅。<br>(3)将面筋泡开个口，把里面捣碎，将制好的肉馅塞入其中。<br>(4)烧热油锅，将塞好肉馅的面筋开口朝下略煎，再加盐和适量水烧10分钏，下白菜叶，烧至菜叶入味即成。','软嫩味鲜','','白糖,酱油,淀粉,料酒,盐','面筋泡15个300克,猪肉300克,白菜叶150克'
'992','101','拌胡萝卜丝','(1)蔬菜择洗干净，萝卜去皮切细丝，加少量盐腌渍水分。<br>(2)蒜苗切细丝，香菜切段。<br>(3)将腌过的胡萝卜以清水漂洗控去水份，加入蒜苗、香菜、盐、糖、醋、香油拌匀即成。','色泽美观','','白糖,醋,盐,香油','胡萝卜150克,蒜苗10克'
'993','101','虾仁烩碗豆','(1)鲜碗豆洗净，控干水。<br>(2)虾仁洗净，放入六成热的温油锅里划散，捞出控油。<br>(3)别起油锅烧热，煸炒葱闰，下碗豆、虾仁炒交，加盐和少许水，待碗豆熟后，以湿粉勾芡即可。','滑嫩可口','','淀粉,盐,植物油','鲜碗豆200克,虾仁80克'
'994','101','三丝汤','(1)油锅烧热，将打匀的蛋共同液倒入锅中摊成蛋皮，取出切丝。<br>(2)熟火腿切丝。<br>(3)西红柿洗净去皮、籽切丝。<br>(4)以葱花炝锅，放入适量水下三丝烧开，加盐、紫菜即可。','','','盐','熟火腿30克,蛋黄4个150克'
'995','101','香肠焖饭','(1)土豆洗净，去皮，切小丁。<br>(2)香肠切圆片。<br>(3)大米淘洗干净，加入土豆丁与适量水，以均匀火力焖至快熟时加入香肠片焖熟即可。','','','','香肠1根100克,土豆1个80克,大米200克'
'996','101','锅贴','(1)以温水和面，放置待醒。<br>(2)白菜洗净剁碎。<br>(3)猪肉洗净剁成末，虾切成小丁。<br>(4)将剁碎的白菜猪肉末、虾肉丁放盆中，加葱姜末、盐、酱油、料酒，搅打成馅。<br>(5)将醒好的面制成锅贴皮，包入馅后将中间捏严，两头稍捏。<br>(6)平底油锅烧热，摆好锅贴，加入适量油水（油：水=1：10）盖盖，听里面响时，开盖再浇此油水，盖盖焖熟即可。','上部软嫩,下部焦脆,其中鲜香','','料酒,酱油,盐,香油,植物油','面粉250克,猪肉150克,虾肉80克,白菜80克,鸡蛋1个80克'
'997','101','生菜豆腐汤','(1)豆腐以沸水略汆，切成条；海米以开水加少量料酒浸发。<br>(2)生菜洗净切条。<br>(3)油锅烧热，煸炒葱、姜出味后加入，下豆腐及海米煮沸，下生菜、盐、醋即可。','','','醋,盐','生菜150克,豆腐150克,海米5克'
'998','101','炸藕夹','(1)猪肉洗净剁成茸，与洗净切好的香菇丁、葱姜末、盐、白糖、料酒搅与馅。<br>(2)藕去皮洗净，切成每两片之间相连的连刀片。<br>(3)用鸡蛋、面粉、适量水调成蛋糊。<br>(4)油锅烧热，下藕夹炸至金黄色即可。','色泽金黄,外焦里嫩','','料酒,白糖,盐','鲜藕300克,猪肉150克,香菇59克,鸡蛋1个70克,面粉100克'
'999','101','肉末烧菜花','(1)肉洗净剁成末；菜花洗净切成小朵，入开水锅略烫，捞出控水。<br>(2)油锅烧热，先放入葱姜末煸出香味，放肉末炒散，加酱油、料酒炒匀，入菜花同炒，加盐炒透即成。','鲜香味美','','酱油,盐,料酒,葱,姜,植物油','瘦猪肉100克,菜花400克'
'1000','101','五彩鸡肉卷','(1)用鸡蛋清、面粉、水、盐制成蛋糊。<br>(2)胡萝卜洗净切丁；嫩豌豆洗净。<br>(3)咸鸭蛋黄、山楂糕切丁。<br>(4)鸡胸肉洗净切片，将松仁铺在鸡肉片上，卷也卷儿，挂上蛋糊，下六成热油锅炸成黄色，捞出控油。<br>(5)别起油锅烧热，煸炒豌豆、胡萝卜丁和鸭蛋黄丁，加盐翻炒出锅，放在鸡肉卷周围，撒上山楂糕丁即可。','','','盐,植物油','鸡胸肉100克,松仁30克,咸鸭蛋黄140克,鸡蛋清1个30克,嫩豌豆,胡萝卜半根'
'1001','101','烧三冬','(1)虾仁洗净。<br>(2)冬菇洗净去蒂；冬笋去皮洗净切块，入沸水锅中焯透捞出；冬瓜洗净去皮、瓤切块。<br>(3)油锅烧至七成热，先放入虾仁滑炒，再下冬笋、冬菇翻炒，加盐、糖、料酒和适量水烧开，下冬瓜烧至软件烂，起锅时以湿淀粉勾芡，淋香油即可。','','','盐,糖,香油,湿淀粉,料酒,植物油','冬菇150克,冬笋100克,冬瓜100克,虾仁50克'
'1002','101','芦笋海带汤','(1)海带丝洗净。<br>(2)芦笋洗净切丝。<br>(3)水锅烧开，下芦笋、海带丝，加料酒、酱油、盐、香油适量。','清鲜适口','','酱油,盐,料酒,香油','芦笋100克,海带丝100克'
'1003','101','三鲜水饺','(1)面粉加水和成面稍醒。<br>(2)藕洗净去皮，切片，用开水焯透，控水剁碎。<br>(3)香菇洗净去蒂，剁碎。<br>(4)猪肉洗净剁碎，加酱油、葱、姜末搅匀，加入藕末、香菇末、盐、香油，搅成馅。<br>(5)取醒好的面制成饺子皮，包好饺子。<br>(6)沸水加少许盐，煮熟饺子。','','','酱油,盐,香油','嫩鲜藕200克,香菇100克,猪肉100克,鸡蛋3个180克'
'1004','65','白果烧鸡','1.将白果去壳、心芽，炒锅置旺火上，下猪油烧至六成热，放白果炸至进皮时捞起。胡萝卜切成小梅花状，焯熟。 <br>2.净鸡放入沸水煮熟后捞起，置清水中漂洗干净。<br>3.清汤加姜、葱、料酒、胡椒粉和鸡，烧沸换微火，鸡烧至八成熟时加白果和精盐，白果烧烂时将鸡盛入盘中，将白果围于鸡的周围；锅内汤汁置旺火上，捞去姜葱，勾入湿淀粉，汤浓下味精，鸡油和匀起锅，浇在鸡身上，胡萝卜小梅花置鸡周围即成。','味醇鲜，鸡肉细嫩，白果回甜。','','','净仔母鸡1250克，白果250克，清汤750克，猪化油500克，鸡化油20克，姜、大蒜、料酒各50克，胡椒粉、胡萝卜各2克，盐5克，味精1克，湿淀粉25克。'
'1005','87','扁豆沙拉','1.将扁豆去筋洗净，切成菱形，放入滚沸水肉烫熟（水内放少许碱可优化绿色），控干。<br>2.将洋葱洗净，切成末。<br>3.待扁豆凉后放上洋葱末、生菜油、醋精、胡椒粉、盐拌匀即可。','','','','扁豆350克、洋葱40克、精盐适量，生菜油20克、胡椒粉少许。'
'1006','87','玻璃蛋糕','1.蛋黄加砂糖搅松，加入玉米淀粉和吉士粉搅匀，冲入热牛奶及琼脂液（水:琼脂=5:3:0.1)。在火上加热至糊状，趁热使用。 <br>2.将需要大小的糕胚圈洗净，四周围一圈玻璃纸，嵌入一层S.P海绵蛋糕胚，倒入热的奶黄淇淋裱菱形网络。然后将水:琼脂:砂糖=4:0.1:1比例熬煮成透明琼液，待稍冷倒于表面。 <br>3.凝固后脱模，用水果装饰。','','','','牛奶、蛋黄、砂糖、玉米淀粉、白脱、琼脂、吉士粉。制奶黄淇淋材料比例：牛奶:蛋黄:砂糖:玉米淀粉:白脱:琼脂:吉士粉=6:3:2:1:0.5:0.04:0.02。糕胚:奶黄淇淋:透明琼脂=2:5:3。'
'1007','87','菠菜色拉','1.制作脆面包片：将烤箱烧至200度（煤气炉6度）。用面包刀将法国长面包横切成5毫米的薄块。在面包的两面涂上橄榄油，然后放在烤板上，放入烤箱内烘7-10分钟，直至面包变脆及呈金黄色。在烤脆的过程中，要将面包反转一次。用厨刀身轻压蒜头，去皮后将蒜头切为两份。将蒜头的表面在烘脆的面包片上涂擦，然后将蒜头弃掉，面包放在一边待用。<br>2.准备色拉调料：将鸡蛋煮熟去壳。在煮鸡蛋的同时，摘去菠菜上的硬梗和主脉，以冷水冲洗菠菜。将菠菜叶撕成大片，然后放在毛巾上或以色拉滤干器弄开。轻轻将蛋白取出切碎，将蛋黄放在筛子中以大','','待煎锅稍为冷却后才放入陈醋，以避免陈醋溅出。将锅中的油醋汁液淋在菠菜及熏肉上，然后均匀地搅拌。','','鸡蛋2个，新鲜菠菜500克，熏肉250克，陈醋75毫升；脆面包1/2条，法国长面包，橄榄油3汤匙，蒜头一粒。'
'1008','87','菠萝蛋糕','1.砂糖加液体葡萄糖和水加热至118度，拌入杏仁粉，迅速搅进蛋白，揉成柔软的杏仁糖团。 <br>2.糕胚用S.P海绵蛋糕修成菠萝形。 <br>3.用白脱油调成菠萝黄色，0.4cm左右的花齿裱花头裱不规则点于表面，尖头用巧克力白脱油点上。杏仁糖团掺少量绿色素制叶子装饰。 <br>4.将糕胚去皮，横剖三层，中间嵌白脱油，顶面及垂直边刮抹白脱油。四周用杏仁糖团搓成的长条围边一圈，用花钳钳花，中央放上菠萝，裱花装饰。糕胚:白脱油=4:6。','','','','砂糖、液体葡萄糖、蛋白、水、杏仁粉、白脱油。制杏仁糖团：砂糖:液体葡萄糖:蛋白:水:杏仁粉=1:0.15:0.15:0.3:0.6。'
'1009','87','菠萝酥','1.用清酥面团制底胚修成菠萝形，余料作为叶子装饰。 <br>2.菠萝加水、糖煮沸、放入白脱，搅拌至白脱熔化，用水淀粉钩芡。 <br>3.成型：在菠萝形底胚上放入菠萝馅，用酥面条贴成网络状格，边缘捏紧，装上叶，表面刷蛋。 <br>4.烘烤：炉温220℃，约20分钟左右，表面金黄。','','','','菠萝、糖、白脱、淀粉。净制菠萝馅：菠萝丁:糖:白脱:淀粉=1:0.2:0.5:0.05。'
'1010','87','菠萝珍宝饭','1.香菇切丝，素火腿切丁，比其压碎，将这些材料和豌豆、玉米粒混合。<br>2.用橄榄油热锅，放入咖哩及刚刚混合好的配料，炒好后放入糯米饭炒均匀最后放入切成丁的菠萝炒匀后，淋上椰子乳提味，起锅放入挖空的菠萝中，同时用竹签刺穿菠萝皮，放入烤箱烤约12分钟，完成。','','','','菠萝红、萝卜、糯米饭、玉米粒、香菇、比其、素火腿、豌豆、椰子乳、橄榄油、盐、咖哩。'
'1011','87','薄荷及香菜酱','1.混合薄荷香菜及洋葱，加入辣椒，胡椒及酸奶；<br>2.将蜂蜜在醋中融化，并搅入酸奶混合物；<br>3.冷藏1小时以后使用。','','','','薄荷叶，碎5克；香菜鲜碎5克；洋葱细丁100克；辣椒粉2克；黑胡椒2克；盐2克；摆酸奶60毫升；蜂蜜10毫升；醋10毫升。'
'1012','87','苍鹰搏兔','1.用牛奶浸泡兔一晚在冷库中，第二天排放掉多余的牛奶，这是为了减少肝的氧化；<br>2.另外浸泡下列混合物：兔子，鸭，猪及猪油，一半的香料，一半的白兰地及白酒，根据需要加入调料；<br>3.在油锅中炒肝、洋葱、大蒜和剩余的香料，用一半的白兰地及白酒烹制3-4分钟，取下；<br>4.当肝及洋葱等冷却好时，用手混合猪肉及其它淹泡物，搅拌两遍，并用手混合；<br>5.在长方形的肉坯模具中排好咸肉，然后填入2厘米深的肉馅，放上李子，再填上肉馅，放入火腿及肥油，然后重复上述步骤直至5-8厘米厚；<br>6.叠上咸肉使其盖在肉坯表面，并','','','','兔，去骨，净的，切成块750克、鸭子，去骨和皮，切成块500克、兔肝250克、白兰地50毫升、黑胡椒，碎3克、盐2克、百里香，鲜碎3克；猪肘，去骨，净的，切成块400克、猪背油，块400克、油3毫升、洋葱100克、大蒜，酱20克、混合(四)：酱料，豆蔻，丁香及桂皮3克、白酒50毫升、香叶1个、鸡蛋1个、法香，碎3克、李子，去壳的500克、火腿，肥的300克、猪油300克、牛奶60毫升、鸡汤150毫'
'1013','87','草莓奶油卷','1.糕胚中间刮草莓奶油（人造奶油拌入草莓泥或草莓酱）向前推卷，表面用草莓奶油装饰、切片（约1.2cm宽）。糕胚：草莓:奶油=1:0.5. <br>2.烘烤：炉温190度，烘烤约8-10分钟，出炉后覆于纸或布上，先空卷定型，冷却后表面刮上各种材料。','','','','草莓酱、草莓泥。糕胚制法：蛋:面粉:糖:水:色拉油:乳化剂=1:0.5:0.1:0.15:0.06。'
'1014','87','炒带子西兰花','1.用毛巾或纸将带子多余的汁液吸干；<br>2.热好一个锅，加入一点油，并均匀的沾满锅边；<br>3.加入一些带子，炒至棕黄，搅翻取出放在边上备用，重复同样步骤，直至所有带子棕黄，保持温度；<br>4.倒入其余并轻炒姜及大蒜，加入洋葱，西兰花，胡萝卜，蘑菇，继续直至西兰花半熟，取出保温；<br>5.擦一下锅并重新加热，放入鱼汤及豆酱，鹰栗粉和蚝油汁，加入蔬菜，煮开并搅动；<br>6.最后加入带子，调味，并根据要求摆入盘中，并配以米饭。','','','','冻带子130克、花生油15毫升、鲜姜3克、蒜，碎10克、洋葱片30克、西兰花，焯过的30克、胡萝卜条15克、芹菜，片丝15克、蘑菇，1/4的10克、鱼汤45毫升、辣豆腐1克、红豆腐1克、鹰栗粉0.5克、蚝油汁3毫升、白米饭1包、小葱细碎2克、芝麻籽黑烤的3克。'
'1015','87','炒面条配蔬菜豆腐','1.将豆腐水分排干，切为两厘米块，在酱油中腌30分钟，在带有烤纸的烤盘中烤10分钟(220度)，取出置冷；<br>2.在锅中加热油，炒洋葱姜蒜胡萝卜及红椒，加入豆腐，将豆腐炒至微黄。但避免炒糊；<br>3.加入紫菜，橙味汁，及酱油，然后放入河粉，并与其他配料混和好；<br>4.放在盘中装饰。','','','','豆腐300克、酱油30毫升、大蒜，碎10克、姜，鲜碎2克、芝麻，烤的4克、紫菜皮0.25个、橙味汁60毫升、芝麻油20毫升、河粉，焯冷125克、胡萝卜丝60克、红甜椒，丝40克、豆芽40克、小春葱片30克、香菜，碎3克。'
